dataset,filename,ita,category
fuseg,0919.png,-78.05,Dark
fuseg,0920.png,57.14,Very Light
fuseg,0921.png,-77.34,Dark
fuseg,0923.png,-80.08,Dark
fuseg,0924.png,22.11,Tan
fuseg,0925.png,-72.8,Dark
fuseg,0926.png,-68.26,Dark
fuseg,0927.png,-52.76,Dark
fuseg,0928.png,-79.73,Dark
fuseg,0929.png,-65.73,Dark
fuseg,0930.png,-79.69,Dark
fuseg,0931.png,-86.85,Dark
fuseg,0932.png,-86.28,Dark
fuseg,0933.png,-80.86,Dark
fuseg,0934.png,-69.39,Dark
fuseg,0935.png,-3.95,Brown
fuseg,0936.png,-74.98,Dark
fuseg,0938.png,-64.76,Dark
fuseg,0939.png,-59.16,Dark
fuseg,0941.png,-89.48,Dark
fuseg,0942.png,-75.24,Dark
fuseg,0943.png,-57.1,Dark
fuseg,0944.png,-81.86,Dark
fuseg,0945.png,-86.13,Dark
fuseg,0950.png,-85.21,Dark
fuseg,0951.png,-78.45,Dark
fuseg,0952.png,80.43,Very Light
fuseg,0953.png,-2.39,Brown
fuseg,0956.png,-71.69,Dark
fuseg,0957.png,30.97,Intermediate
fuseg,0959.png,-27.97,Brown
fuseg,0960.png,-40.0,Dark
fuseg,0962.png,-29.64,Brown
fuseg,0963.png,-53.67,Dark
fuseg,0965.png,29.48,Intermediate
fuseg,0966.png,-89.93,Dark
fuseg,0967.png,-48.77,Dark
fuseg,0968.png,-85.31,Dark
fuseg,0969.png,-55.9,Dark
fuseg,0970.png,-64.41,Dark
fuseg,0972.png,-81.93,Dark
fuseg,0975.png,33.57,Intermediate
fuseg,0977.png,-89.4,Dark
fuseg,0978.png,-84.19,Dark
fuseg,0980.png,35.37,Intermediate
fuseg,0981.png,-79.44,Dark
fuseg,0982.png,-90.0,Dark
fuseg,0983.png,-69.6,Dark
fuseg,0984.png,-65.35,Dark
fuseg,0986.png,-19.94,Brown
fuseg,0987.png,-13.42,Brown
fuseg,0988.png,-81.01,Dark
fuseg,0989.png,-71.43,Dark
fuseg,0990.png,-88.23,Dark
fuseg,0991.png,-82.76,Dark
fuseg,0992.png,-56.91,Dark
fuseg,0993.png,-43.83,Dark
fuseg,0994.png,-65.81,Dark
fuseg,0995.png,90.0,Very Light
fuseg,0996.png,-56.71,Dark
fuseg,0997.png,-74.52,Dark
fuseg,0998.png,-80.12,Dark
fuseg,0999.png,22.77,Tan
fuseg,1000.png,-90.0,Dark
fuseg,1001.png,-87.26,Dark
fuseg,1002.png,-57.41,Dark
fuseg,1004.png,-88.82,Dark
fuseg,1005.png,-53.88,Dark
fuseg,1006.png,-85.1,Dark
fuseg,1007.png,-36.08,Dark
fuseg,1008.png,-79.66,Dark
fuseg,1010.png,-62.68,Dark
healthy,Female_normal-001.jpg,72.62,Very Light
healthy,Female_normal-002.jpg,72.79,Very Light
healthy,Female_normal-003.jpg,75.64,Very Light
healthy,Female_normal-004.jpg,20.42,Tan
healthy,Female_normal-005.jpg,56.47,Very Light
healthy,Female_normal-006.jpg,32.43,Intermediate
healthy,Female_normal-007.jpg,65.34,Very Light
healthy,Female_normal-008.jpg,67.09,Very Light
healthy,Female_normal-009.jpg,12.01,Tan
healthy,Female_normal-010.jpg,17.94,Tan
healthy,Female_normal-011.jpg,47.42,Light
healthy,Female_normal-012.jpg,18.28,Tan
healthy,Female_normal-013.jpg,-22.48,Brown
healthy,Female_normal-014.jpg,32.05,Intermediate
healthy,Female_normal-015.jpg,26.85,Tan
healthy,Female_normal-016.jpg,30.76,Intermediate
healthy,Female_normal-017.jpg,5.14,Brown
healthy,Female_normal-018.jpg,71.41,Very Light
healthy,Female_normal-019.jpg,54.46,Light
healthy,Female_normal-020.jpg,64.81,Very Light
healthy,Female_normal-021.jpg,54.07,Light
healthy,Female_normal-022.jpg,43.43,Light
healthy,Female_normal-023.jpg,35.95,Intermediate
healthy,Female_normal-024.jpg,60.18,Very Light
healthy,Female_normal-025.jpg,48.67,Light
healthy,Female_normal-026.jpg,15.14,Tan
healthy,Female_normal-027.jpg,49.39,Light
healthy,Female_normal-028.jpg,-23.81,Brown
healthy,Female_normal-029.jpg,72.06,Very Light
healthy,Female_normal-030.jpg,36.35,Intermediate
healthy,Female_normal-031.jpg,70.33,Very Light
healthy,Female_normal-032.jpg,29.52,Intermediate
healthy,Female_normal-033.jpg,59.63,Very Light
healthy,Female_normal-034.jpg,71.75,Very Light
healthy,Female_normal-035.jpg,38.34,Intermediate
healthy,Female_normal-036.jpg,77.19,Very Light
healthy,Female_normal-037.jpg,75.44,Very Light
healthy,Female_normal-038.jpg,72.41,Very Light
healthy,Female_normal-039.jpg,82.73,Very Light
healthy,Female_normal-040.jpg,82.79,Very Light
healthy,Female_normal-041.jpg,72.63,Very Light
healthy,Female_normal-042.jpg,80.78,Very Light
healthy,Female_normal-043.jpg,80.3,Very Light
healthy,Female_normal-044.jpg,75.4,Very Light
healthy,Female_normal-045.jpg,39.95,Intermediate
healthy,Female_normal-046.jpg,79.14,Very Light
healthy,Female_normal-047.jpg,80.12,Very Light
healthy,Female_normal-048.jpg,36.86,Intermediate
healthy,Female_normal-049.jpg,79.77,Very Light
healthy,Female_normal-050.jpg,67.15,Very Light
healthy,Female_normal-051.jpg,76.69,Very Light
healthy,Female_normal-052.jpg,73.47,Very Light
healthy,Female_normal-053.jpg,76.4,Very Light
healthy,Female_normal-054.jpg,42.04,Light
healthy,Female_normal-055.jpg,52.84,Light
healthy,Female_normal-056.jpg,76.08,Very Light
healthy,Female_normal-057.jpg,71.74,Very Light
healthy,Female_normal-058.jpg,80.32,Very Light
healthy,Female_normal-059.jpg,84.76,Very Light
healthy,Female_normal-060.jpg,73.12,Very Light
healthy,Female_normal-061.jpg,78.61,Very Light
healthy,Female_normal-062.jpg,-81.25,Dark
healthy,Female_normal-063.jpg,-46.12,Dark
healthy,Female_normal-064.jpg,50.4,Light
healthy,Female_normal-065.jpg,73.24,Very Light
healthy,Female_normal-066.jpg,-6.19,Brown
healthy,Female_normal-067.jpg,81.3,Very Light
healthy,Female_normal-068.jpg,-73.71,Dark
healthy,Female_normal-069.jpg,82.3,Very Light
healthy,Female_normal-070.jpg,71.07,Very Light
healthy,Female_normal-071.jpg,66.8,Very Light
healthy,Female_normal-072.jpg,83.5,Very Light
healthy,Female_normal-073.jpg,79.85,Very Light
healthy,Female_normal-074.jpg,37.68,Intermediate
healthy,Female_normal-075.jpg,84.09,Very Light
healthy,Female_normal-076.jpg,70.76,Very Light
healthy,Female_normal-077.jpg,74.24,Very Light
healthy,Female_normal-078.jpg,48.05,Light
healthy,Female_normal-079.jpg,49.7,Light
healthy,Female_normal-080.jpg,72.63,Very Light
healthy,Female_normal-081.jpg,10.4,Tan
healthy,Female_normal-082.jpg,77.6,Very Light
healthy,Female_normal-083.jpg,43.15,Light
healthy,Female_normal-084.jpg,86.63,Very Light
healthy,Female_normal-085.jpg,-6.77,Brown
healthy,Female_normal-086.jpg,79.2,Very Light
healthy,Female_normal-087.jpg,76.11,Very Light
healthy,Female_normal-088.jpg,-30.6,Dark
healthy,Female_normal-089.jpg,69.6,Very Light
healthy,Female_normal-090.jpg,82.84,Very Light
healthy,Female_normal-091.jpg,83.08,Very Light
healthy,Female_normal-092.jpg,80.43,Very Light
healthy,Female_normal-093.jpg,82.72,Very Light
healthy,Female_normal-094.jpg,79.68,Very Light
healthy,Female_normal-095.jpg,65.84,Very Light
healthy,Female_normal-096.jpg,43.15,Light
healthy,Female_normal-097.jpg,79.81,Very Light
healthy,Female_normal-098.jpg,80.58,Very Light
healthy,Female_normal-099.jpg,87.17,Very Light
healthy,Female_normal-100.jpg,38.94,Intermediate
healthy,Female_normal-101.jpg,64.3,Very Light
healthy,Female_normal-102.jpg,84.29,Very Light
healthy,Female_normal-103.jpg,53.47,Light
healthy,Female_normal-104.jpg,22.21,Tan
healthy,Female_normal-105.jpg,83.24,Very Light
healthy,Female_normal-106.jpg,73.21,Very Light
healthy,Female_normal-107.jpg,78.47,Very Light
healthy,Female_normal-108.jpg,79.72,Very Light
healthy,Female_normal-109.jpg,74.68,Very Light
healthy,Female_normal-110.jpg,64.19,Very Light
healthy,Female_normal-111.jpg,69.65,Very Light
healthy,Female_normal-112.jpg,79.24,Very Light
healthy,Female_normal-113.jpg,79.93,Very Light
healthy,Female_normal-114.jpg,83.46,Very Light
healthy,Female_normal-115.jpg,47.69,Light
healthy,Female_normal-116.jpg,78.24,Very Light
healthy,Female_normal-117.jpg,68.41,Very Light
healthy,Female_normal-118.jpg,83.49,Very Light
healthy,Female_normal-119.jpg,68.28,Very Light
healthy,Female_normal-120.jpg,78.15,Very Light
healthy,Female_normal-121.jpg,78.13,Very Light
healthy,Female_normal-122.jpg,80.82,Very Light
healthy,Female_normal-123.jpg,71.13,Very Light
healthy,Female_normal-124.jpg,79.81,Very Light
healthy,Female_normal-125.jpg,76.18,Very Light
healthy,Female_normal-126.jpg,80.43,Very Light
healthy,Female_normal-127.jpg,79.27,Very Light
healthy,Female_normal-128.jpg,71.59,Very Light
healthy,Female_normal-129.jpg,80.57,Very Light
healthy,Female_normal-130.jpg,82.32,Very Light
healthy,Female_normal-131.jpg,73.99,Very Light
healthy,Female_normal-132.jpg,-12.1,Brown
healthy,Female_normal-133.jpg,81.34,Very Light
healthy,Female_normal-134.jpg,64.31,Very Light
healthy,Female_normal-135.jpg,81.51,Very Light
healthy,Female_normal-136.jpg,74.86,Very Light
healthy,Female_normal-137.jpg,72.53,Very Light
healthy,Female_normal-138.jpg,83.46,Very Light
healthy,Female_normal-139.jpg,82.2,Very Light
healthy,Female_normal-140.jpg,79.09,Very Light
healthy,Female_normal-141.jpg,39.16,Intermediate
healthy,Female_normal-142.jpg,77.88,Very Light
healthy,Female_normal-143.jpg,76.62,Very Light
healthy,Female_normal-144.jpg,81.02,Very Light
healthy,Female_normal-145.jpg,71.65,Very Light
healthy,Female_normal-146.jpg,69.3,Very Light
healthy,Female_normal-147.jpg,79.84,Very Light
healthy,Female_normal-148.jpg,78.61,Very Light
healthy,Female_normal-149.jpg,78.65,Very Light
healthy,Female_normal-150.jpg,79.71,Very Light
healthy,Female_normal-151.jpg,82.19,Very Light
healthy,Female_normal-152.jpg,77.25,Very Light
healthy,Female_normal-153.jpg,80.87,Very Light
healthy,Female_normal-154.jpg,79.18,Very Light
healthy,Female_normal-155.jpg,61.16,Very Light
healthy,Female_normal-156.jpg,80.6,Very Light
healthy,Female_normal-157.jpg,50.3,Light
healthy,Female_normal-158.jpg,77.81,Very Light
healthy,Female_normal-159.jpg,80.63,Very Light
healthy,Female_normal-160.jpg,81.21,Very Light
healthy,Female_normal-161.jpg,74.41,Very Light
healthy,Female_normal-162.jpg,73.01,Very Light
healthy,Female_normal-163.jpg,85.82,Very Light
healthy,Female_normal-164.jpg,82.43,Very Light
healthy,Female_normal-165.jpg,71.76,Very Light
healthy,Female_normal-166.jpg,82.89,Very Light
healthy,Female_normal-167.jpg,84.68,Very Light
healthy,Female_normal-168.jpg,75.5,Very Light
healthy,Female_normal-169.jpg,77.78,Very Light
healthy,Female_normal-170.jpg,78.71,Very Light
healthy,Female_normal-171.jpg,74.59,Very Light
healthy,Female_normal-172.jpg,77.82,Very Light
healthy,Female_normal-173.jpg,78.75,Very Light
healthy,Female_normal-174.jpg,77.31,Very Light
healthy,Female_normal-175.jpg,78.21,Very Light
healthy,Female_normal-176.jpg,67.22,Very Light
healthy,Female_normal-177.jpg,80.96,Very Light
healthy,Female_normal-178.jpg,73.83,Very Light
healthy,Female_normal-179.jpg,63.33,Very Light
healthy,Female_normal-180.jpg,72.22,Very Light
healthy,Female_normal-181.jpg,71.31,Very Light
healthy,Female_normal-182.jpg,77.99,Very Light
healthy,Female_normal-183.jpg,75.2,Very Light
healthy,Female_normal-184.jpg,71.5,Very Light
healthy,Female_normal-185.jpg,70.08,Very Light
healthy,Female_normal-186.jpg,68.24,Very Light
healthy,Female_normal-187.jpg,78.99,Very Light
healthy,Female_normal-188.jpg,79.0,Very Light
healthy,Female_normal-189.jpg,82.09,Very Light
healthy,Female_normal-190.jpg,77.72,Very Light
healthy,Female_normal-191.jpg,78.5,Very Light
healthy,Female_normal-192.jpg,78.62,Very Light
healthy,Female_normal-193.jpg,76.92,Very Light
healthy,Female_normal-194.jpg,79.3,Very Light
healthy,Female_normal-195.jpg,78.83,Very Light
healthy,Female_normal-196.jpg,80.19,Very Light
healthy,Female_normal-197.jpg,21.68,Tan
healthy,Female_normal-198.jpg,74.23,Very Light
healthy,Female_normal-199.jpg,80.04,Very Light
healthy,Female_normal-200.jpg,72.29,Very Light
healthy,Female_normal-201.jpg,66.62,Very Light
healthy,Female_normal-202.jpg,79.48,Very Light
healthy,Female_normal-203.jpg,80.49,Very Light
healthy,Female_normal-204.jpg,78.51,Very Light
healthy,Female_normal-205.jpg,82.77,Very Light
healthy,Female_normal-206.jpg,57.84,Very Light
healthy,Female_normal-207.jpg,76.96,Very Light
healthy,Female_normal-208.jpg,79.88,Very Light
healthy,Female_normal-209.jpg,71.82,Very Light
healthy,Female_normal-210.jpg,72.73,Very Light
healthy,Female_normal-211.jpg,79.49,Very Light
healthy,Female_normal-212.jpg,78.39,Very Light
healthy,Female_normal-213.jpg,79.37,Very Light
healthy,Female_normal-214.jpg,17.32,Tan
healthy,Female_normal-215.jpg,76.09,Very Light
healthy,Female_normal-216.jpg,78.46,Very Light
healthy,Female_normal-217.jpg,79.14,Very Light
healthy,Female_normal-218.jpg,64.87,Very Light
healthy,Female_normal-219.jpg,77.96,Very Light
healthy,Female_normal-220.jpg,78.31,Very Light
healthy,Female_normal-221.jpg,80.66,Very Light
healthy,Female_normal-222.jpg,-7.05,Brown
healthy,Female_normal-223.jpg,82.1,Very Light
healthy,Female_normal-224.jpg,80.89,Very Light
healthy,Female_normal-225.jpg,76.74,Very Light
healthy,Female_normal-226.jpg,79.7,Very Light
healthy,Female_normal-227.jpg,82.3,Very Light
healthy,Female_normal-228.jpg,58.92,Very Light
healthy,Female_normal-229.jpg,77.58,Very Light
healthy,Female_normal-230.jpg,41.3,Light
healthy,Female_normal-231.jpg,80.05,Very Light
healthy,Female_normal-232.jpg,74.66,Very Light
healthy,Female_normal-233.jpg,11.23,Tan
healthy,Female_normal-234.jpg,68.14,Very Light
healthy,Female_normal-235.jpg,78.83,Very Light
healthy,Female_normal-236.jpg,70.92,Very Light
healthy,Female_normal-237.jpg,79.68,Very Light
healthy,Female_normal-238.jpg,57.13,Very Light
healthy,Female_normal-239.jpg,76.92,Very Light
healthy,Female_normal-240.jpg,78.15,Very Light
healthy,Female_normal-241.jpg,51.76,Light
healthy,Female_normal-242.jpg,68.46,Very Light
healthy,Female_normal-243.jpg,78.95,Very Light
healthy,Female_normal-244.jpg,78.55,Very Light
healthy,Female_normal-245.jpg,76.01,Very Light
healthy,Female_normal-246.jpg,59.25,Very Light
healthy,Female_normal-247.jpg,79.79,Very Light
healthy,Female_normal-248.jpg,75.14,Very Light
healthy,Female_normal-249.jpg,64.66,Very Light
healthy,Female_normal-250.jpg,64.93,Very Light
healthy,Female_normal-251.jpg,78.58,Very Light
healthy,Female_normal-252.jpg,78.83,Very Light
healthy,Female_normal-253.jpg,70.26,Very Light
healthy,Female_normal-254.jpg,80.51,Very Light
healthy,Female_normal-255.jpg,-0.98,Brown
healthy,Female_normal-256.jpg,78.54,Very Light
healthy,Female_normal-257.jpg,45.35,Light
healthy,Female_normal-258.jpg,80.06,Very Light
healthy,Female_normal-259.jpg,78.59,Very Light
healthy,Female_normal-260.jpg,56.92,Very Light
healthy,Female_normal-261.jpg,67.34,Very Light
healthy,Female_normal-262.jpg,66.43,Very Light
healthy,Female_normal-263.jpg,78.51,Very Light
healthy,Female_normal-264.jpg,64.23,Very Light
healthy,Female_normal-265.jpg,68.35,Very Light
healthy,Female_normal-266.jpg,73.48,Very Light
healthy,Female_normal-267.jpg,69.05,Very Light
healthy,Female_normal-268.jpg,46.99,Light
healthy,Female_normal-269.jpg,23.02,Tan
healthy,Female_normal-270.jpg,76.76,Very Light
healthy,Female_normal-271.jpg,77.42,Very Light
healthy,Female_normal-272.jpg,69.68,Very Light
healthy,Female_normal-273.jpg,41.5,Light
healthy,Female_normal-274.jpg,60.62,Very Light
healthy,Female_normal-275.jpg,79.93,Very Light
healthy,Female_normal-276.jpg,71.94,Very Light
healthy,Female_normal-277.jpg,81.35,Very Light
healthy,Female_normal-278.jpg,75.38,Very Light
healthy,Female_normal-279.jpg,78.48,Very Light
healthy,Female_normal-280.jpg,67.92,Very Light
healthy,Female_normal-281.jpg,77.48,Very Light
healthy,Female_normal-282.jpg,75.41,Very Light
healthy,Female_normal-283.jpg,75.08,Very Light
healthy,Female_normal-284.jpg,78.22,Very Light
healthy,Female_normal-285.jpg,59.21,Very Light
healthy,Female_normal-286.jpg,73.43,Very Light
healthy,Female_normal-287.jpg,79.69,Very Light
healthy,Female_normal-288.jpg,71.46,Very Light
healthy,Female_normal-289.jpg,58.42,Very Light
healthy,Female_normal-290.jpg,55.18,Very Light
healthy,Female_normal-291.jpg,74.88,Very Light
healthy,Female_normal-292.jpg,73.23,Very Light
healthy,Female_normal-293.jpg,80.89,Very Light
healthy,Female_normal-294.jpg,75.21,Very Light
healthy,Female_normal-295.jpg,76.4,Very Light
healthy,Female_normal-296.jpg,73.16,Very Light
healthy,Female_normal-297.jpg,77.12,Very Light
healthy,Female_normal-298.jpg,80.19,Very Light
healthy,Female_normal-299.jpg,68.96,Very Light
healthy,Female_normal-300.jpg,67.51,Very Light
healthy,Female_normal-301.jpg,74.03,Very Light
healthy,Female_normal-302.jpg,72.91,Very Light
healthy,Female_normal-303.jpg,72.56,Very Light
healthy,Female_normal-304.jpg,68.29,Very Light
healthy,Female_normal-305.jpg,-9.16,Brown
healthy,Female_normal-306.jpg,-31.9,Dark
healthy,Female_normal-307.jpg,13.01,Tan
healthy,Female_normal-308.jpg,72.91,Very Light
healthy,Female_normal-309.jpg,80.08,Very Light
healthy,Female_normal-310.jpg,74.37,Very Light
healthy,Female_normal-311.jpg,74.98,Very Light
healthy,Female_normal-312.jpg,28.73,Intermediate
healthy,Female_normal-313.jpg,47.93,Light
healthy,Female_normal-314.jpg,59.28,Very Light
healthy,Female_normal-315.jpg,80.28,Very Light
healthy,Female_normal-316.jpg,70.51,Very Light
healthy,Female_normal-317.jpg,73.56,Very Light
healthy,Female_normal-318.jpg,78.06,Very Light
healthy,Female_normal-319.jpg,77.68,Very Light
healthy,Female_normal-320.jpg,71.59,Very Light
healthy,Female_normal-321.jpg,75.56,Very Light
healthy,Female_normal-322.jpg,76.16,Very Light
healthy,Female_normal-323.jpg,78.55,Very Light
healthy,Female_normal-324.jpg,80.49,Very Light
healthy,Female_normal-325.jpg,59.31,Very Light
healthy,Female_normal-326.jpg,70.54,Very Light
healthy,Female_normal-327.jpg,71.28,Very Light
healthy,Female_normal-328.jpg,73.48,Very Light
healthy,Female_normal-329.jpg,40.07,Intermediate
healthy,Female_normal-330.jpg,77.11,Very Light
healthy,Female_normal-331.jpg,71.14,Very Light
healthy,Female_normal-332.jpg,80.47,Very Light
healthy,Female_normal-333.jpg,76.67,Very Light
healthy,Female_normal-334.jpg,70.72,Very Light
healthy,Female_normal-335.jpg,70.65,Very Light
healthy,Female_normal-336.jpg,73.1,Very Light
healthy,Female_normal-337.jpg,76.37,Very Light
healthy,Female_normal-338.jpg,64.12,Very Light
healthy,Female_normal-339.jpg,50.97,Light
healthy,Female_normal-340.jpg,70.64,Very Light
healthy,Female_normal-341.jpg,-39.5,Dark
healthy,Female_normal-342.jpg,82.06,Very Light
healthy,Female_normal-343.jpg,80.79,Very Light
healthy,Female_normal-344.jpg,75.58,Very Light
healthy,Female_normal-345.jpg,61.9,Very Light
healthy,Female_normal-346.jpg,70.16,Very Light
healthy,Female_normal-347.jpg,34.72,Intermediate
healthy,Female_normal-348.jpg,80.22,Very Light
healthy,Female_normal-349.jpg,53.88,Light
healthy,Female_normal-350.jpg,66.55,Very Light
healthy,Female_normal-351.jpg,67.41,Very Light
healthy,Female_normal-352.jpg,77.57,Very Light
healthy,Female_normal-353.jpg,6.65,Brown
healthy,Female_normal-354.jpg,78.56,Very Light
healthy,Female_normal-355.jpg,80.67,Very Light
healthy,Female_normal-356.jpg,71.6,Very Light
healthy,Female_normal-357.jpg,81.12,Very Light
healthy,Female_normal-358.jpg,80.61,Very Light
healthy,Female_normal-359.jpg,81.74,Very Light
healthy,Female_normal-360.jpg,77.78,Very Light
healthy,Female_normal-361.jpg,41.16,Light
healthy,Female_normal-362.jpg,68.0,Very Light
healthy,Female_normal-363.jpg,79.6,Very Light
healthy,Female_normal-364.jpg,80.48,Very Light
healthy,Female_normal-365.jpg,79.53,Very Light
healthy,Female_normal-366.jpg,56.1,Very Light
healthy,Female_normal-367.jpg,82.6,Very Light
healthy,Female_normal-368.jpg,80.83,Very Light
healthy,Female_normal-369.jpg,79.84,Very Light
healthy,Female_normal-370.jpg,54.73,Light
healthy,Female_normal-371.jpg,71.26,Very Light
healthy,Female_normal-372.jpg,-55.83,Dark
healthy,Female_normal-373.jpg,80.79,Very Light
healthy,Female_normal-374.jpg,68.85,Very Light
healthy,Female_normal-375.jpg,77.69,Very Light
healthy,Female_normal-376.jpg,78.13,Very Light
healthy,Female_normal-377.jpg,80.21,Very Light
healthy,Female_normal-378.jpg,61.51,Very Light
healthy,Female_normal-379.jpg,73.05,Very Light
healthy,Female_normal-380.jpg,72.15,Very Light
healthy,Female_normal-381.jpg,78.19,Very Light
healthy,Female_normal-382.jpg,60.12,Very Light
healthy,Female_normal-383.jpg,76.74,Very Light
healthy,Female_normal-384.jpg,34.81,Intermediate
healthy,Female_normal-385.jpg,-28.45,Brown
healthy,Female_normal-386.jpg,35.1,Intermediate
healthy,Female_normal-387.jpg,20.44,Tan
healthy,Female_normal-388.jpg,80.05,Very Light
healthy,Female_normal-389.jpg,79.77,Very Light
healthy,Female_normal-390.jpg,66.12,Very Light
healthy,Female_normal-391.jpg,73.85,Very Light
healthy,Female_normal-392.jpg,68.76,Very Light
healthy,Female_normal-393.jpg,77.85,Very Light
healthy,Female_normal-394.jpg,72.4,Very Light
healthy,Female_normal-395.jpg,75.72,Very Light
healthy,Female_normal-396.jpg,37.61,Intermediate
healthy,Female_normal-397.jpg,68.85,Very Light
healthy,Female_normal-398.jpg,63.17,Very Light
healthy,Female_normal-399.jpg,65.77,Very Light
healthy,Female_normal-400.jpg,79.74,Very Light
healthy,Female_normal-401.jpg,77.89,Very Light
healthy,Female_normal-402.jpg,20.87,Tan
healthy,Female_normal-403.jpg,75.66,Very Light
healthy,Female_normal-404.jpg,76.63,Very Light
healthy,Female_normal-405.jpg,78.65,Very Light
healthy,Female_normal-406.jpg,76.2,Very Light
healthy,Female_normal-407.jpg,80.84,Very Light
healthy,Female_normal-408.jpg,81.82,Very Light
healthy,Female_normal-409.jpg,82.04,Very Light
healthy,Female_normal-410.jpg,75.68,Very Light
healthy,Female_normal-411.jpg,81.86,Very Light
healthy,Female_normal-412.jpg,76.73,Very Light
healthy,Female_normal-413.jpg,81.92,Very Light
healthy,Female_normal-414.jpg,76.77,Very Light
healthy,Female_normal-415.jpg,71.59,Very Light
healthy,Female_normal-416.jpg,81.64,Very Light
healthy,Female_normal-417.jpg,79.51,Very Light
healthy,Female_normal-418.jpg,71.53,Very Light
healthy,Female_normal-419.jpg,1.43,Brown
healthy,Female_normal-420.jpg,0.51,Brown
healthy,Female_normal-421.jpg,80.62,Very Light
healthy,Female_normal-422.jpg,70.09,Very Light
healthy,Female_normal-423.jpg,84.28,Very Light
healthy,Female_normal-424.jpg,83.88,Very Light
healthy,Female_normal-425.jpg,84.97,Very Light
healthy,Female_normal-426.jpg,78.68,Very Light
healthy,Female_normal-427.jpg,84.9,Very Light
healthy,Female_normal-428.jpg,80.86,Very Light
healthy,Female_normal-429.jpg,79.61,Very Light
healthy,Female_normal-430.jpg,78.5,Very Light
healthy,Female_normal-431.jpg,76.33,Very Light
healthy,Female_normal-432.jpg,76.84,Very Light
healthy,Female_normal-433.jpg,81.2,Very Light
healthy,Female_normal-434.jpg,77.89,Very Light
healthy,Female_normal-435.jpg,69.45,Very Light
healthy,Female_normal-436.jpg,75.28,Very Light
healthy,Female_normal-437.jpg,76.51,Very Light
healthy,Female_normal-438.jpg,81.74,Very Light
healthy,Female_normal-439.jpg,80.45,Very Light
healthy,Female_normal-440.jpg,72.33,Very Light
healthy,Female_normal-441.jpg,64.32,Very Light
healthy,Female_normal-442.jpg,78.16,Very Light
healthy,Female_normal-443.jpg,79.82,Very Light
healthy,Female_normal-444.jpg,78.36,Very Light
healthy,Female_normal-445.jpg,81.39,Very Light
healthy,Female_normal-446.jpg,68.96,Very Light
healthy,Female_normal-447.jpg,72.79,Very Light
healthy,Female_normal-448.jpg,81.56,Very Light
healthy,Female_normal-449.jpg,76.66,Very Light
healthy,Female_normal-450.jpg,67.55,Very Light
healthy,Female_normal-451.jpg,82.17,Very Light
healthy,Female_normal-452.jpg,82.3,Very Light
healthy,Female_normal-453.jpg,82.3,Very Light
healthy,Female_normal-454.jpg,80.82,Very Light
healthy,Female_normal-455.jpg,77.5,Very Light
healthy,Female_normal-456.jpg,82.47,Very Light
healthy,Female_normal-457.jpg,75.88,Very Light
healthy,Female_normal-458.jpg,62.65,Very Light
healthy,Female_normal-459.jpg,78.72,Very Light
healthy,Female_normal-460.jpg,81.7,Very Light
healthy,Female_normal-461.jpg,81.48,Very Light
healthy,Female_normal-462.jpg,66.85,Very Light
healthy,Female_normal-463.jpg,75.76,Very Light
healthy,Female_normal-464.jpg,77.28,Very Light
healthy,Female_normal-465.jpg,80.88,Very Light
healthy,Female_normal-466.jpg,-53.11,Dark
healthy,Female_normal-467.jpg,72.75,Very Light
